task_id,service_id,cpu_load_kcycles,data_size_mbit,num_microservices,release_time,source_node,deadline_ms
627,125,776.42,198.43,13,321,2,238.82
628,125,1183.52,762.95,19,332,2,259.18
629,125,297.82,10.0,1,319,3,214.89
630,126,672.22,1059.84,22,313,1,233.61
631,126,290.2,964.98,1,352,4,214.51
632,126,453.33,806.48,7,307,2,222.67
633,126,560.94,698.71,18,306,0,228.05
634,126,397.73,671.33,5,311,2,219.89
635,127,499.66,211.17,10,291,3,224.98
636,127,428.19,414.67,2,312,7,221.41
637,127,10.0,125.93,17,316,6,200.5
638,127,539.32,469.02,13,324,5,226.97
639,127,379.4,792.14,1,299,3,218.97
640,128,702.93,532.32,3,325,2,235.15
641,128,401.17,294.34,4,309,2,220.06
642,128,541.72,10.0,16,299,2,227.09
643,128,912.21,10.0,3,323,7,245.61
644,128,595.14,481.66,19,329,1,229.76
645,129,210.43,255.49,3,332,1,210.52
646,129,10.0,772.83,13,332,4,200.5
647,129,658.56,1012.56,11,315,3,232.93
648,129,753.28,430.02,5,332,5,237.66
649,129,433.85,394.15,1,322,1,221.69
650,130,476.83,670.34,5,329,4,223.84
651,130,482.87,793.46,13,323,2,224.14
652,130,673.04,10.0,10,333,4,233.65
653,130,630.24,670.85,14,343,2,231.51
654,130,157.7,455.4,15,307,3,207.88
655,131,666.48,10.0,3,321,4,233.32
656,131,398.39,420.89,1,328,4,219.92
657,131,816.66,1600.29,11,315,6,240.83
658,131,98.98,335.27,11,318,3,204.95
659,131,735.5,946.51,11,309,5,236.77
660,132,539.31,366.49,12,333,3,226.97
661,132,844.26,208.59,1,326,3,242.21
662,132,345.43,1112.08,1,321,4,217.27
663,132,121.57,702.94,15,336,6,206.08
664,132,106.35,701.09,2,352,0,205.32
665,133,909.75,797.96,7,338,2,245.49
666,133,236.97,1184.82,19,353,4,211.85
667,133,591.84,813.72,1,331,5,229.59
668,133,501.86,659.38,11,328,3,225.09
669,133,652.57,1152.23,3,331,0,232.63
670,134,147.84,420.82,5,331,2,207.39
671,134,126.34,208.02,26,344,2,206.32
672,134,601.61,981.87,1,339,0,230.08
673,134,336.47,1109.19,5,319,4,216.82
674,134,489.25,287.42,1,342,0,224.46
675,135,256.83,10.0,1,367,5,212.84
676,135,391.97,143.51,10,345,4,219.6
677,135,391.17,279.38,9,346,0,219.56
678,135,822.3,589.74,11,357,7,241.11
679,135,190.79,155.25,17,330,7,209.54
680,136,275.24,709.02,4,345,7,213.76
681,136,383.39,659.76,1,353,0,219.17
682,136,224.56,995.83,4,350,3,211.23
683,136,240.58,15.97,6,344,4,212.03
684,136,726.22,691.87,25,330,7,236.31
685,137,382.56,436.27,11,319,4,219.13
686,137,500.2,812.85,26,358,7,225.01
687,137,553.31,754.94,3,361,4,227.67
688,137,289.84,804.05,18,320,4,214.49
689,137,1077.86,80.87,18,357,2,253.89
690,138,215.63,166.27,25,340,6,210.78
691,138,645.28,713.5,16,336,5,232.26
692,138,152.91,490.79,1,319,3,207.65
693,138,392.15,1501.52,4,349,6,219.61
694,138,665.24,677.91,13,387,0,233.26
695,139,545.91,338.72,3,332,5,227.3
696,139,315.44,448.44,17,357,7,215.77
697,139,382.24,776.85,12,365,4,219.11
698,139,761.69,42.79,18,374,7,238.08
699,139,481.53,483.12,16,331,1,224.08
700,140,563.48,536.44,1,356,4,228.17
701,140,454.86,767.06,24,349,4,222.74
702,140,405.47,271.3,16,346,6,220.27
703,140,438.85,267.08,12,375,6,221.94
704,140,281.1,90.97,17,344,1,214.06
705,141,457.5,10.0,7,298,0,222.87
706,141,468.1,898.23,8,348,4,223.4
707,141,629.44,851.28,23,330,6,231.47
708,141,995.37,858.64,10,387,0,249.77
709,141,260.92,1559.26,1,378,2,213.05
710,142,656.38,628.67,4,351,3,232.82
711,142,474.81,479.72,11,369,1,223.74
712,142,363.86,270.43,9,353,1,218.19
713,142,593.44,672.14,18,366,1,229.67
714,142,493.32,628.83,12,372,0,224.67
715,143,427.93,866.42,9,381,1,221.4
716,143,344.86,289.84,1,378,0,217.24
717,143,98.25,563.9,18,355,3,204.91
718,143,131.47,10.0,1,321,0,206.57
719,143,837.71,20.35,9,372,0,241.89
720,144,359.65,178.11,13,406,4,217.98
721,144,445.1,59.08,10,360,3,222.26
722,144,563.63,102.66,8,354,5,228.18
723,144,1140.96,10.0,1,373,0,257.05
724,144,504.89,816.15,21,340,5,225.24
725,145,309.96,765.76,20,345,2,215.5
726,145,462.88,340.93,6,405,6,223.14
727,145,509.59,1016.93,1,370,4,225.48
728,145,57.18,347.84,19,391,1,202.86
729,145,1067.0,772.85,7,399,1,253.35
730,146,613.93,112.78,19,346,1,230.7
731,146,716.46,542.93,7,370,5,235.82
732,146,660.09,1064.09,6,346,6,233.0
733,146,105.45,347.96,8,362,1,205.27
734,146,454.61,10.0,7,361,7,222.73
735,147,564.44,10.0,14,351,7,228.22
736,147,486.36,689.17,1,350,4,224.32
737,147,10.0,321.06,8,336,1,200.5
738,147,56.92,204.25,1,413,7,202.85
739,147,313.2,544.15,19,359,3,215.66
740,148,250.19,442.75,15,361,1,212.51
741,148,369.57,684.99,16,403,3,218.48
742,148,674.77,180.02,15,394,3,233.74
743,148,637.09,1025.16,1,362,7,231.85
744,148,828.11,450.23,7,382,4,241.41
745,149,1177.65,228.68,5,371,5,258.88
746,149,565.56,903.79,1,372,3,228.28
747,149,10.0,784.61,3,380,0,200.5
748,149,784.86,94.48,10,371,3,239.24
749,149,311.5,459.88,16,365,7,215.57
750,150,551.68,768.61,1,389,3,227.58
751,150,10.0,204.27,22,414,4,200.5
752,150,335.12,10.0,18,374,5,216.76
753,150,637.29,347.37,22,344,4,231.86
754,150,116.29,706.12,7,379,4,205.81
755,151,546.59,10.0,3,392,5,227.33
756,151,764.09,735.46,13,379,0,238.2
757,151,674.03,717.38,9,377,1,233.7
758,151,169.32,639.02,6,392,0,208.47
759,151,249.71,733.38,10,370,0,212.49
760,152,1250.49,10.0,8,381,3,262.52
761,152,750.87,204.39,12,374,7,237.54
762,152,358.62,10.0,1,418,6,217.93
763,152,802.67,119.03,16,403,5,240.13
764,152,430.31,511.7,14,396,1,221.52
765,153,144.87,1002.67,7,362,6,207.24
766,153,311.03,304.69,1,364,3,215.55
767,153,549.38,483.31,15,382,0,227.47
768,153,436.23,291.65,19,388,5,221.81
769,153,863.5,10.0,1,412,6,243.18
770,154,740.64,844.89,22,382,6,237.03
771,154,275.79,287.45,1,355,0,213.79
772,154,490.88,870.75,16,371,1,224.54
773,154,213.5,514.7,27,401,4,210.68
774,154,554.38,684.11,4,391,7,227.72
775,155,732.24,752.38,11,365,2,236.61
776,155,742.73,341.54,12,404,6,237.14
777,155,186.76,651.84,3,381,3,209.34
778,155,533.94,354.75,6,371,7,226.7
779,155,619.53,674.89,1,379,1,230.98
780,156,519.61,531.9,10,422,7,225.98
781,156,430.45,10.0,3,390,2,221.52
782,156,566.47,993.9,9,372,5,228.32
783,156,241.09,10.0,1,376,5,212.05
784,156,352.06,921.94,19,374,0,217.6
785,157,410.71,1528.43,8,367,3,220.54
786,157,10.0,318.08,8,387,2,200.5
787,157,1038.9,818.79,1,412,2,251.94
788,157,10.0,387.28,11,386,2,200.5
789,157,847.77,518.83,10,393,0,242.39
790,158,593.5,10.0,13,388,5,229.67
791,158,737.31,664.56,1,367,3,236.87
792,158,595.64,589.24,8,397,1,229.78
793,158,632.82,898.54,20,403,3,231.64
794,158,286.41,10.0,17,375,1,214.32
795,159,10.0,299.31,8,354,1,200.5
796,159,794.7,460.87,2,404,6,239.73
797,159,654.52,10.0,1,370,5,232.73
798,159,10.0,10.0,20,427,1,200.5
799,159,703.65,492.32,6,355,0,235.18
800,160,681.38,229.67,1,404,2,234.07
801,160,252.59,1033.4,1,361,3,212.63
802,160,338.59,819.14,7,433,1,216.93
803,160,553.6,674.03,1,405,2,227.68
804,160,507.43,364.31,7,413,6,225.37
805,161,634.24,376.84,1,371,0,231.71
806,161,853.55,10.0,9,405,1,242.68
807,161,579.56,241.47,14,378,2,228.98
808,161,160.73,159.53,6,422,4,208.04
809,161,932.6,526.96,1,395,4,246.63
810,162,37.06,565.72,10,402,2,201.85
811,162,791.63,1021.37,27,432,7,239.58
812,162,686.58,197.15,23,404,2,234.33
813,162,305.34,650.76,8,412,5,215.27
814,162,412.47,476.07,16,396,5,220.62
815,163,327.52,359.02,13,391,6,216.38
816,163,133.68,461.15,1,397,5,206.68
817,163,525.54,1137.98,1,426,3,226.28
818,163,791.93,188.36,19,419,5,239.6
819,163,981.96,140.97,11,430,7,249.1
820,164,397.65,273.4,6,417,3,219.88
821,164,576.75,304.98,1,396,7,228.84
822,164,711.03,10.0,2,430,7,235.55
823,164,233.8,1043.96,1,397,4,211.69
824,164,531.7,1057.85,10,401,0,226.58
825,165,314.57,290.78,1,438,2,215.73
826,165,770.16,1179.77,5,396,3,238.51
827,165,10.0,1219.85,6,407,7,200.5
828,165,10.0,844.29,8,443,1,200.5
829,165,364.65,1198.95,1,402,6,218.23
830,166,514.25,400.37,1,389,2,225.71
831,166,348.99,154.16,1,423,7,217.45
832,166,585.34,914.05,6,420,5,229.27
833,166,316.38,802.61,13,438,4,215.82
834,166,336.19,63.15,1,429,0,216.81
835,167,557.45,142.59,11,417,4,227.87
836,167,475.79,855.51,2,440,2,223.79
837,167,798.71,10.0,12,400,6,239.94
838,167,70.2,558.33,4,442,6,203.51
839,167,714.72,547.79,14,445,6,235.74
840,168,450.63,805.33,12,380,1,222.53
841,168,511.8,919.62,14,423,0,225.59
842,168,754.06,453.91,8,443,7,237.7
843,168,580.69,597.59,6,419,6,229.03
844,168,812.27,201.18,1,421,4,240.61
845,169,750.75,918.12,10,411,4,237.54
846,169,246.7,540.99,12,450,7,212.34
847,169,498.61,648.32,6,450,1,224.93
848,169,46.11,624.34,6,404,2,202.31
849,169,430.15,525.69,1,438,5,221.51
850,170,271.59,148.69,1,441,7,213.58
851,170,427.71,614.72,10,420,0,221.39
852,170,322.0,284.62,10,417,7,216.1
853,170,481.29,696.37,17,411,7,224.06
854,170,848.85,267.99,16,400,0,242.44
855,171,688.31,1043.56,1,391,0,234.42
856,171,872.97,782.87,24,451,4,243.65
857,171,694.1,498.41,17,416,2,234.71
858,171,585.74,161.94,1,412,1,229.29
859,171,397.6,495.38,14,465,3,219.88
860,172,702.65,688.74,1,436,2,235.13
861,172,10.0,383.39,2,459,7,200.5
862,172,579.69,763.11,15,442,7,228.98
863,172,750.35,10.0,9,432,4,237.52
864,172,662.49,1038.66,1,434,7,233.12
865,173,626.86,10.0,1,407,0,231.34
866,173,236.46,796.98,14,403,4,211.82
867,173,435.85,1025.11,4,433,3,221.79
868,173,267.97,552.87,18,449,3,213.4
869,173,388.25,744.89,9,425,1,219.41
870,174,409.86,97.76,9,457,5,220.49
871,174,745.64,563.18,12,413,0,237.28
872,174,246.98,588.89,4,471,3,212.35
873,174,347.86,427.93,10,451,1,217.39
874,174,324.66,200.26,16,445,4,216.23
875,175,621.3,135.08,8,452,7,231.07
876,175,496.5,1210.43,19,453,0,224.83
877,175,500.07,1160.58,6,411,2,225.0
878,175,547.43,388.98,9,459,1,227.37
879,175,677.53,845.35,20,423,1,233.88
880,176,299.06,149.71,4,440,0,214.95
881,176,684.24,152.32,19,451,7,234.21
882,176,407.11,958.41,10,455,2,220.36
883,176,153.47,332.04,1,432,4,207.67
884,176,860.23,740.05,7,452,2,243.01
885,177,413.68,552.11,6,477,0,220.68
886,177,10.0,825.59,1,463,7,200.5
887,177,974.16,771.38,11,451,5,248.71
888,177,448.18,646.84,12,446,5,222.41
889,177,469.44,873.5,8,442,6,223.47
890,178,358.61,787.37,5,458,5,217.93
891,178,402.95,467.65,8,471,7,220.15
892,178,560.88,10.0,2,460,2,228.04
893,178,506.51,121.45,15,428,2,225.33
894,178,699.61,181.55,1,442,2,234.98
895,179,260.0,391.91,2,460,7,213.0
896,179,581.25,673.39,7,455,2,229.06
897,179,736.64,605.23,5,456,0,236.83
898,179,461.4,1062.77,14,448,6,223.07
899,179,176.21,1015.19,6,430,1,208.81
900,180,333.47,314.7,14,499,0,216.67
901,180,614.41,459.65,16,436,2,230.72
902,180,533.54,902.86,15,448,5,226.68
903,180,256.14,645.31,14,469,0,212.81
904,180,211.43,553.88,13,459,2,210.57
905,181,877.8,774.5,9,458,0,243.89
906,181,648.74,500.65,14,450,7,232.44
907,181,1117.58,601.59,13,475,4,255.88
908,181,388.93,656.71,14,422,2,219.45
909,181,586.95,737.37,4,421,7,229.35
910,182,615.26,102.23,15,451,1,230.76
911,182,846.3,438.9,11,460,4,242.32
912,182,721.25,520.15,10,449,6,236.06
913,182,824.96,274.42,15,446,7,241.25
914,182,206.45,1602.09,1,440,4,210.32
915,183,1275.14,999.52,7,426,4,263.76
916,183,384.29,479.25,1,461,3,219.21
917,183,810.6,15.84,8,448,7,240.53
918,183,21.23,204.39,7,472,2,201.06
919,183,10.0,463.13,15,496,4,200.5
920,184,624.45,363.37,7,474,6,231.22
921,184,206.55,132.75,16,462,1,210.33
922,184,572.37,533.8,9,446,3,228.62
923,184,337.46,478.22,16,476,5,216.87
924,184,946.94,175.8,10,448,6,247.35
925,185,439.98,599.75,6,451,3,222.0
926,185,457.51,966.55,15,461,2,222.88
927,185,337.49,636.35,14,480,5,216.87
928,185,429.21,544.11,28,466,5,221.46
929,185,1106.11,524.04,14,444,6,255.31
930,186,457.54,309.68,11,448,3,222.88
931,186,475.97,218.75,3,445,4,223.8
932,186,545.27,517.84,5,468,3,227.26
933,186,10.0,814.24,20,481,7,200.5
934,186,790.35,897.51,4,479,0,239.52
935,187,536.31,698.63,20,469,3,226.82
936,187,10.0,497.96,1,439,2,200.5
937,187,545.46,10.0,4,472,4,227.27
938,187,778.47,301.39,15,437,1,238.92
939,187,514.62,10.0,1,469,3,225.73
940,188,160.69,668.39,6,479,6,208.03
941,188,165.0,760.37,18,452,0,208.25
942,188,924.26,678.96,14,485,2,246.21
943,188,403.13,737.8,5,460,3,220.16
944,188,768.4,887.82,27,453,5,238.42
945,189,86.07,535.11,13,470,3,204.3
946,189,79.98,734.9,17,431,1,204.0
947,189,919.56,1138.74,8,499,4,245.98
948,189,609.61,133.14,22,478,5,230.48
949,189,244.24,529.15,15,462,1,212.21
950,190,592.71,237.72,9,490,2,229.64
951,190,181.05,665.85,8,480,3,209.05
952,190,10.0,295.72,13,477,7,200.5
953,190,166.83,10.0,19,455,1,208.34
954,190,520.81,577.04,8,480,5,226.04
955,191,1076.58,237.17,29,465,1,253.83
956,191,1034.74,10.0,12,494,7,251.74
957,191,604.77,591.58,10,489,3,230.24
958,191,646.33,206.31,18,485,2,232.32
959,191,624.58,288.55,8,476,0,231.23
960,192,481.22,310.33,15,478,4,224.06
961,192,90.99,790.35,11,501,7,204.55
962,192,504.35,10.0,20,461,4,225.22
963,192,681.04,543.91,20,434,4,234.05
964,192,508.96,397.12,6,490,4,225.45
965,193,722.66,291.6,1,478,3,236.13
966,193,821.32,10.0,16,479,0,241.07
967,193,922.76,592.8,9,489,7,246.14
968,193,722.16,551.78,7,529,3,236.11
969,193,328.59,283.01,1,455,7,216.43
970,194,438.54,512.56,15,439,5,221.93
971,194,588.04,297.44,22,478,5,229.4
972,194,695.38,1117.48,22,490,0,234.77
973,194,809.18,901.22,10,470,5,240.46
974,194,1197.4,493.2,17,444,1,259.87
975,195,499.72,291.43,14,494,4,224.99
976,195,469.2,10.0,6,500,1,223.46
977,195,1068.81,450.34,3,515,5,253.44
978,195,650.51,599.33,18,503,4,232.53
979,195,718.31,1386.12,10,506,2,235.92
980,196,399.77,758.02,28,482,0,219.99
981,196,417.31,443.36,9,504,0,220.87
982,196,479.11,775.67,7,470,1,223.96
983,196,116.94,879.4,4,495,2,205.85
984,196,541.37,708.2,7,513,7,227.07
985,197,904.52,784.81,13,472,1,245.23
986,197,302.29,270.36,4,484,1,215.11
987,197,374.0,383.17,14,482,0,218.7
988,197,147.0,459.15,16,501,0,207.35
989,197,10.0,778.7,17,496,0,200.5
990,198,1375.45,426.34,11,484,3,268.77
991,198,191.44,149.8,1,499,3,209.57
992,198,333.89,40.46,2,487,4,216.69
993,198,114.95,1004.19,12,513,0,205.75
994,198,366.1,419.74,11,489,0,218.31
995,199,693.73,601.49,12,527,5,234.69
996,199,10.0,408.79,3,485,6,200.5
997,199,10.0,348.62,21,534,3,200.5
998,199,731.23,1452.69,11,490,0,236.56
999,199,10.0,429.27,16,519,2,200.5
1000,200,743.26,162.27,3,492,2,237.16
1001,200,572.67,10.0,15,510,0,228.63
1002,200,624.75,740.09,6,504,2,231.24
1003,200,561.14,1025.17,17,460,6,228.06
1004,200,550.34,1132.59,3,523,2,227.52
1005,201,498.38,142.55,7,486,5,224.92
1006,201,627.17,113.69,16,485,1,231.36
1007,201,630.57,1168.82,5,494,4,231.53
1008,201,586.66,193.98,13,521,5,229.33
1009,201,764.14,10.0,19,534,3,238.21
1010,202,717.24,1016.3,1,515,2,235.86
1011,202,503.97,349.77,30,507,1,225.2
1012,202,10.0,770.88,14,528,7,200.5
1013,202,238.45,1042.57,1,514,0,211.92
1014,202,637.01,10.0,22,504,0,231.85
1015,203,230.56,172.56,2,488,0,211.53
1016,203,205.86,613.62,16,502,5,210.29
1017,203,440.72,10.0,12,514,6,222.04
1018,203,870.12,177.96,7,498,0,243.51
1019,203,475.03,959.84,11,504,4,223.75
1020,204,527.95,570.07,15,538,0,226.4
1021,204,448.47,897.22,2,526,7,222.42
1022,204,423.52,602.47,5,496,5,221.18
1023,204,1167.21,1155.06,19,513,7,258.36
1024,204,400.89,634.62,4,487,7,220.04
1025,205,739.94,10.0,17,484,4,237.0
1026,205,510.21,745.51,1,558,7,225.51
1027,205,10.0,1072.77,13,502,4,200.5
1028,205,10.0,248.61,7,516,2,200.5
1029,205,66.89,1047.87,7,517,0,203.34
1030,206,976.68,10.0,6,534,0,248.83
1031,206,815.45,727.75,1,516,3,240.77
1032,206,1056.02,678.48,8,581,1,252.8
1033,206,508.54,215.28,10,502,6,225.43
1034,206,506.96,1040.41,16,555,1,225.35
1035,207,529.76,1173.22,1,506,6,226.49
1036,207,162.6,936.84,27,502,7,208.13
1037,207,116.25,257.65,1,548,1,205.81
1038,207,593.45,24.89,1,524,2,229.67
1039,207,985.43,298.49,6,508,2,249.27
1040,208,414.88,734.72,1,504,0,220.74
1041,208,520.03,181.82,4,548,5,226.0
1042,208,146.27,513.56,5,518,1,207.31
1043,208,650.58,762.76,1,520,7,232.53
1044,208,373.52,10.0,1,472,0,218.68
1045,209,351.42,985.77,16,558,7,217.57
1046,209,310.03,159.75,5,515,7,215.5
1047,209,447.19,578.62,5,551,2,222.36
1048,209,355.32,1035.21,9,533,4,217.77
1049,209,129.41,516.79,18,475,4,206.47
1050,210,275.57,10.0,18,548,4,213.78
1051,210,694.78,357.57,9,498,6,234.74
1052,210,112.84,747.88,1,538,2,205.64
1053,210,10.0,539.78,1,556,6,200.5
1054,210,806.49,348.5,6,505,5,240.32
1055,211,794.12,659.88,26,513,5,239.71
1056,211,685.62,794.14,14,553,6,234.28
1057,211,348.28,970.68,10,556,0,217.41
1058,211,457.47,554.23,8,540,0,222.87
1059,211,335.86,766.32,15,540,4,216.79
1060,212,867.18,745.65,4,509,1,243.36
1061,212,609.28,44.76,1,545,7,230.46
1062,212,467.0,1016.82,8,534,6,223.35
1063,212,629.61,809.28,4,525,3,231.48
1064,212,535.6,676.21,9,517,0,226.78
1065,213,832.06,444.22,2,506,0,241.6
1066,213,898.42,110.89,6,577,3,244.92
1067,213,691.85,746.9,13,504,4,234.59
1068,213,514.66,10.0,16,502,5,225.73
1069,213,10.0,993.68,1,532,6,200.5
1070,214,707.49,609.25,18,508,0,235.37
1071,214,447.6,510.12,2,518,4,222.38
1072,214,429.89,10.0,27,498,3,221.49
1073,214,411.26,1135.22,17,479,4,220.56
1074,214,417.0,545.36,13,520,1,220.85
1075,215,606.0,1326.95,13,516,2,230.3
1076,215,84.67,573.52,10,543,4,204.23
1077,215,950.51,482.82,6,544,0,247.53
1078,215,402.2,656.15,8,524,5,220.11
1079,215,975.06,565.14,8,556,2,248.75
1080,216,358.98,581.87,12,555,5,217.95
1081,216,254.47,504.38,9,527,3,212.72
1082,216,332.14,10.0,16,528,1,216.61
1083,216,10.0,491.84,20,549,2,200.5
1084,216,411.35,457.39,1,575,2,220.57
1085,217,270.94,390.09,1,540,4,213.55
1086,217,69.12,777.57,6,549,0,203.46
1087,217,599.9,421.2,15,510,0,229.99
1088,217,359.98,66.3,13,595,1,218.0
1089,217,426.57,696.67,10,544,2,221.33
1090,218,350.7,10.0,20,528,5,217.53
1091,218,418.57,577.12,8,511,6,220.93
1092,218,387.03,751.67,5,541,4,219.35
1093,218,265.89,883.66,7,580,0,213.29
1094,218,589.64,190.62,17,515,2,229.48
1095,219,1328.76,10.0,25,522,0,266.44
1096,219,615.28,385.99,8,551,6,230.76
1097,219,302.01,932.87,15,572,5,215.1
1098,219,135.56,10.0,6,537,1,206.78
1099,219,562.82,275.62,8,545,0,228.14
1100,220,1084.99,10.0,20,550,7,254.25
1101,220,522.77,749.07,14,540,5,226.14
1102,220,207.08,481.9,9,542,7,210.35
1103,220,70.86,860.37,1,543,3,203.54
1104,220,297.1,10.0,17,543,4,214.86
1105,221,523.44,638.25,12,520,0,226.17
1106,221,12.99,1255.37,11,509,1,200.65
1107,221,145.4,789.77,8,517,7,207.27
1108,221,582.06,839.66,1,556,3,229.1
1109,221,358.82,913.21,1,549,2,217.94
1110,222,10.0,618.98,1,543,3,200.5
1111,222,567.18,287.59,11,530,6,228.36
1112,222,708.61,1265.09,13,584,5,235.43
1113,222,538.16,450.53,1,557,2,226.91
1114,222,932.58,587.59,18,525,2,246.63
1115,223,105.19,209.89,3,570,5,205.26
1116,223,679.52,240.28,24,553,4,233.98
1117,223,605.22,10.0,7,562,7,230.26
1118,223,746.17,573.72,1,564,4,237.31
1119,223,621.74,1548.59,6,559,0,231.09
1120,224,1059.75,10.0,1,585,1,252.99
1121,224,375.4,800.61,7,537,7,218.77
1122,224,206.42,10.0,14,559,0,210.32
1123,224,601.42,758.39,1,540,1,230.07
1124,224,565.27,200.06,8,531,3,228.26
1125,225,978.58,375.97,2,590,3,248.93
1126,225,596.39,10.0,3,546,0,229.82
1127,225,417.34,286.17,21,591,2,220.87
1128,225,65.85,940.27,1,574,0,203.29
1129,225,204.9,10.0,6,551,7,210.24
1130,226,10.0,439.21,9,554,3,200.5
1131,226,566.66,327.98,18,547,7,228.33
1132,226,640.87,452.37,10,559,5,232.04
1133,226,238.71,223.14,10,574,0,211.94
1134,226,170.29,1000.91,15,535,1,208.51
1135,227,713.71,68.55,11,550,0,235.69
1136,227,230.82,273.35,12,549,2,211.54
1137,227,855.47,124.12,16,579,1,242.77
1138,227,25.82,997.83,19,579,6,201.29
1139,227,831.48,347.6,27,541,7,241.57
1140,228,702.95,60.54,17,563,1,235.15
1141,228,369.48,1076.13,1,568,3,218.47
1142,228,757.44,450.75,14,582,6,237.87
1143,228,748.98,37.38,14,574,7,237.45
1144,228,738.56,192.16,14,588,3,236.93
1145,229,800.15,309.71,12,556,1,240.01
1146,229,10.0,678.79,15,578,7,200.5
1147,229,913.79,807.21,4,564,0,245.69
1148,229,189.09,167.75,10,591,0,209.45
1149,229,698.35,466.85,24,598,1,234.92
1150,230,655.64,845.41,2,562,7,232.78
1151,230,626.08,619.86,11,599,4,231.3
1152,230,326.19,10.0,1,572,4,216.31
1153,230,575.82,320.4,5,566,7,228.79
1154,230,789.18,599.78,8,576,1,239.46
1155,231,783.52,554.7,13,661,6,239.18
1156,231,346.31,560.49,4,555,1,217.32
1157,231,550.46,879.21,25,603,3,227.52
1158,231,865.54,1380.81,17,600,0,243.28
1159,231,473.06,513.13,7,596,4,223.65
1160,232,292.42,898.36,19,582,1,214.62
1161,232,511.72,798.47,11,565,7,225.59
1162,232,716.73,353.89,10,543,2,235.84
1163,232,622.02,54.83,29,597,3,231.1
1164,232,660.36,765.03,7,595,1,233.02
1165,233,414.07,693.54,11,598,5,220.7
1166,233,901.0,1119.46,1,585,4,245.05
1167,233,295.74,10.0,12,567,6,214.79
1168,233,731.69,513.49,8,629,5,236.58
1169,233,723.85,546.71,12,533,0,236.19
1170,234,721.47,42.66,10,545,4,236.07
1171,234,1030.93,551.29,10,591,3,251.55
1172,234,282.09,362.09,14,593,3,214.1
1173,234,453.57,76.03,1,611,5,222.68
1174,234,248.91,720.79,16,622,6,212.45
1175,235,543.46,185.35,7,635,6,227.17
1176,235,748.01,170.68,1,604,4,237.4
1177,235,369.48,809.2,7,631,1,218.47
1178,235,328.64,517.53,18,586,0,216.43
1179,235,86.13,858.39,17,574,5,204.31
1180,236,1162.76,354.78,20,601,2,258.14
1181,236,204.55,727.39,1,573,4,210.23
1182,236,634.55,436.58,15,571,3,231.73
1183,236,949.18,985.92,2,546,1,247.46
1184,236,10.0,354.55,1,580,0,200.5
1185,237,204.54,400.29,23,617,4,210.23
1186,237,136.95,1136.56,8,585,5,206.85
1187,237,735.95,139.66,17,562,4,236.8
1188,237,616.18,84.15,18,608,7,230.81
1189,237,163.55,515.13,9,599,7,208.18
1190,238,392.53,279.1,7,585,7,219.63
1191,238,718.24,822.9,1,583,6,235.91
1192,238,674.76,1131.93,26,537,2,233.74
1193,238,508.46,135.9,1,601,2,225.42
1194,238,108.62,142.56,6,568,6,205.43
1195,239,562.24,330.34,1,596,5,228.11
1196,239,479.91,577.2,1,577,4,224.0
1197,239,317.75,488.6,17,585,6,215.89
1198,239,10.0,411.29,8,602,0,200.5
1199,239,910.09,721.64,17,596,4,245.5
1200,240,180.73,158.9,24,558,3,209.04
1201,240,256.56,609.9,14,610,3,212.83
1202,240,692.69,10.0,14,583,6,234.63
1203,240,1087.55,835.23,18,579,7,254.38
1204,240,203.48,606.37,12,586,6,210.17
1205,241,569.15,299.18,11,624,7,228.46
1206,241,648.19,355.06,17,571,4,232.41
1207,241,766.57,1142.82,15,651,5,238.33
1208,241,626.33,514.59,1,623,6,231.32
1209,241,639.13,989.45,17,624,7,231.96
1210,242,405.48,403.43,21,628,0,220.27
1211,242,670.65,602.88,21,613,1,233.53
1212,242,296.05,852.37,3,569,1,214.8
1213,242,437.47,151.95,9,558,1,221.87
1214,242,508.63,425.96,9,617,5,225.43
1215,243,15.83,181.42,19,631,3,200.79
1216,243,792.71,661.18,9,602,5,239.64
1217,243,684.47,711.48,13,558,2,234.22
1218,243,413.43,454.18,6,592,1,220.67
1219,243,302.72,519.69,10,606,1,215.14
1220,244,1042.28,619.81,6,579,0,252.11
1221,244,654.44,602.99,5,621,2,232.72
1222,244,283.71,1611.99,1,620,5,214.19
1223,244,689.43,440.45,1,583,6,234.47
1224,244,10.0,10.0,5,606,4,200.5
1225,245,133.85,121.13,25,616,1,206.69
1226,245,10.0,171.65,8,591,7,200.5
1227,245,940.82,10.0,6,607,7,247.04
1228,245,84.38,511.71,26,653,4,204.22
1229,245,353.05,625.83,13,595,3,217.65
1230,246,462.04,675.78,5,591,1,223.1
1231,246,943.44,905.3,20,582,1,247.17
1232,246,1018.27,889.16,2,596,0,250.91
1233,246,488.26,454.44,2,580,0,224.41
1234,246,651.28,708.58,7,630,3,232.56
1235,247,960.72,872.29,20,611,4,248.04
1236,247,907.2,697.41,17,661,0,245.36
1237,247,729.65,40.53,8,594,7,236.48
1238,247,652.91,174.24,5,612,4,232.65
1239,247,78.84,10.0,22,580,6,203.94
1240,248,1048.8,706.93,4,644,6,252.44
1241,248,700.6,604.02,6,589,6,235.03
1242,248,361.62,10.0,3,654,4,218.08
1243,248,407.24,325.57,12,611,4,220.36
1244,248,10.0,762.88,14,613,5,200.5
1245,249,689.65,463.35,8,620,7,234.48
